Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Full_Name
EMP1359,Grace,Williams,30,Cloud Tech-California,Pending,2024-07-21,87583.42,grace.williams@example.com,920981959,Good,False,Cloud Tech,California,Grace Williams
EMP1360,Bob,Brown,25,Admin-Nevada,Pending,2021-12-28,61643.69,bob.brown@example.com,2752334382,Good,True,Admin,Nevada,Bob Brown
EMP1361,Grace,Smith,35,Finance-Texas,Active,2020-07-20,68111.69,grace.smith@example.com,6404120910,Poor,False,Finance,Texas,Grace Smith
EMP1362,David,Smith,40,HR-Florida,Inactive,2024-04-30,97568.88,david.smith@example.com,7911244210,Average,True,HR,Florida,David Smith
EMP1363,Charlie,Johnson,35,Cloud Tech-Florida,Active,2021-08-28,79118.28,charlie.johnson@example.com,7536170616,Poor,True,Cloud Tech,Florida,Charlie Johnson
EMP1364,Bob,Davis,30,HR-California,Inactive,2022-07-21,104898.9,bob.davis@example.com,1366572239,Excellent,True,HR,California,Bob Davis
EMP1365,Frank,Davis,40,Cloud Tech-Florida,Pending,2023-11-27,81671.3,frank.davis@example.com,2990155798,Poor,True,Cloud Tech,Florida,Frank Davis
EMP1366,Alice,Miller,25,Cloud Tech-California,Pending,2020-08-11,97399.75,alice.miller@example.com,8028413907,Excellent,False,Cloud Tech,California,Alice Miller
EMP1367,David,Johnson,30,Admin-Illinois,Active,2021-11-08,89189.43,david.johnson@example.com,882351304,Poor,True,Admin,Illinois,David Johnson
EMP1368,David,Williams,40,DevOps-New York,Active,2023-08-04,96011.55,david.williams@example.com,2312447314,Average,True,DevOps,New York,David Williams
EMP1369,David,Davis,40,Sales-Florida,Inactive,2020-01-10,99331.49,david.davis@example.com,8477686341,Excellent,False,Sales,Florida,David Davis
EMP1370,Bob,Brown,30,Cloud Tech-Illinois,Active,2022-01-19,72818.94,bob.brown@example.com,3461994236,Good,True,Cloud Tech,Illinois,Bob Brown
EMP1371,Eva,Garcia,40,Sales-Nevada,Inactive,2023-05-07,77204.75,eva.garcia@example.com,6769459195,Good,True,Sales,Nevada,Eva Garcia
EMP1372,Bob,Johnson,35,HR-Florida,Pending,2020-12-19,106961.68,bob.johnson@example.com,6395517207,Poor,False,HR,Florida,Bob Johnson
EMP1373,Eva,Garcia,30,Sales-Texas,Pending,2020-10-01,71923.0,eva.garcia@example.com,4964985600,Good,True,Sales,Texas,Eva Garcia
EMP1374,Bob,Smith,30,HR-Nevada,Active,2022-11-12,77192.43,bob.smith@example.com,2562531354,Excellent,False,HR,Nevada,Bob Smith
EMP1375,Grace,Brown,40,Admin-Florida,Pending,2023-01-05,98540.3,grace.brown@example.com,2510505378,Good,False,Admin,Florida,Grace Brown
EMP1376,Charlie,Brown,30,Admin-Florida,Inactive,2020-10-14,63096.9,charlie.brown@example.com,5381649382,Average,False,Admin,Florida,Charlie Brown
EMP1377,Alice,Smith,35,Cloud Tech-Florida,Active,2021-02-03,107065.12,alice.smith@example.com,1849196654,Average,False,Cloud Tech,Florida,Alice Smith
EMP1378,Heidi,Johnson,40,DevOps-Florida,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,3307704610,Poor,True,DevOps,Florida,Heidi Johnson
EMP1379,Bob,Smith,30,Cloud Tech-New York,Inactive,2020-03-07,69239.7,bob.smith@example.com,7295963903,Excellent,False,Cloud Tech,New York,Bob Smith
EMP1380,Charlie,Garcia,40,Sales-Nevada,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,907426087,Average,True,Sales,Nevada,Charlie Garcia
EMP1381,Eva,Miller,30,HR-Illinois,Active,2024-04-05,100328.62,eva.miller@example.com,501716444,Average,True,HR,Illinois,Eva Miller
EMP1382,Grace,Brown,25,DevOps-Nevada,Active,2021-09-01,111236.69,grace.brown@example.com,5618579063,Excellent,True,DevOps,Nevada,Grace Brown
EMP1383,Eva,Jones,35,Cloud Tech-Florida,Active,2024-05-07,106832.22,eva.jones@example.com,7715910299,Good,True,Cloud Tech,Florida,Eva Jones
EMP1384,Frank,Jones,30,DevOps-Florida,Active,2023-06-15,59746.45,frank.jones@example.com,2156321357,Good,True,DevOps,Florida,Frank Jones
EMP1385,David,Garcia,25,Sales-California,Pending,2021-07-29,91780.04,david.garcia@example.com,40104144,Poor,True,Sales,California,David Garcia
EMP1386,Eva,Williams,35,Sales-California,Pending,2023-10-23,107062.66,eva.williams@example.com,9642297124,Good,True,Sales,California,Eva Williams
EMP1387,Grace,Davis,25,HR-Nevada,Active,2023-12-07,110625.52,grace.davis@example.com,2967188396,Excellent,True,HR,Nevada,Grace Davis
EMP1388,Frank,Smith,30,DevOps-Florida,Inactive,2020-10-18,90419.79,frank.smith@example.com,7457314414,Average,True,DevOps,Florida,Frank Smith
EMP1389,Grace,Smith,40,Finance-Texas,Pending,2024-06-15,111608.76,grace.smith@example.com,8331170302,Good,True,Finance,Texas,Grace Smith
EMP1390,Eva,Williams,35,Finance-Florida,Inactive,2023-04-06,50173.12,eva.williams@example.com,7637153987,Poor,False,Finance,Florida,Eva Williams
EMP1391,Bob,Williams,40,DevOps-Nevada,Pending,2022-01-03,109507.44,bob.williams@example.com,5472812355,Good,False,DevOps,Nevada,Bob Williams
EMP1392,Grace,Garcia,30,Finance-New York,Inactive,2021-07-03,72600.56,grace.garcia@example.com,7983631461,Excellent,False,Finance,New York,Grace Garcia
EMP1393,Charlie,Garcia,30,Finance-California,Pending,2024-04-10,53388.65,charlie.garcia@example.com,4912711306,Poor,True,Finance,California,Charlie Garcia
EMP1394,Heidi,Williams,25,Cloud Tech-New York,Inactive,2022-07-23,50047.32,heidi.williams@example.com,2407875417,Good,False,Cloud Tech,New York,Heidi Williams
EMP1395,David,Brown,30,DevOps-California,Active,2024-11-25,115290.79,david.brown@example.com,1563268684,Poor,False,DevOps,California,David Brown
EMP1396,Frank,Garcia,35,Cloud Tech-California,Pending,2023-08-21,61586.76,frank.garcia@example.com,745106633,Excellent,False,Cloud Tech,California,Frank Garcia
EMP1397,Eva,Miller,30,Finance-Nevada,Active,2023-12-12,56662.86,eva.miller@example.com,3629489785,Average,True,Finance,Nevada,Eva Miller
EMP1398,Bob,Garcia,30,Sales-New York,Pending,2023-10-24,86850.37,bob.garcia@example.com,1031310093,Excellent,True,Sales,New York,Bob Garcia
EMP1399,Frank,Smith,25,Finance-Nevada,Active,2022-09-05,54957.98,frank.smith@example.com,3181439665,Excellent,True,Finance,Nevada,Frank Smith
EMP1400,Bob,Garcia,25,HR-California,Inactive,2020-10-07,76790.47,bob.garcia@example.com,1347323548,Excellent,True,HR,California,Bob Garcia
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,Pending,2020-01-18,92722.35,charlie.brown@example.com,4012897431,Excellent,False,Cloud Tech,Illinois,Charlie Brown
EMP1402,Frank,Williams,30,DevOps-Nevada,Active,2022-04-23,93125.32,frank.williams@example.com,5122572075,Average,False,DevOps,Nevada,Frank Williams
EMP1403,David,Smith,25,Cloud Tech-New York,Active,2023-04-22,101100.64,david.smith@example.com,5024120956,Average,False,Cloud Tech,New York,David Smith
EMP1404,Grace,Garcia,35,Admin-New York,Inactive,2023-08-13,55897.41,grace.garcia@example.com,9073710093,Poor,False,Admin,New York,Grace Garcia
EMP1405,Eva,Brown,25,DevOps-California,Active,2022-11-26,92484.88,eva.brown@example.com,3882211456,Good,True,DevOps,California,Eva Brown
EMP1406,Grace,Miller,35,DevOps-Texas,Active,2022-10-10,77011.99,grace.miller@example.com,7584745704,Average,True,DevOps,Texas,Grace Miller
EMP1407,Bob,Garcia,30,Cloud Tech-California,Inactive,2020-09-27,77078.68,bob.garcia@example.com,4589714801,Average,True,Cloud Tech,California,Bob Garcia
EMP1408,Grace,Brown,35,Sales-Nevada,Active,2024-04-11,82971.02,grace.brown@example.com,6325703964,Good,False,Sales,Nevada,Grace Brown
EMP1409,Bob,Miller,25,Sales-Texas,Active,2021-06-20,65102.01,bob.miller@example.com,3136148781,Average,True,Sales,Texas,Bob Miller
EMP1410,Grace,Williams,30,HR-Nevada,Pending,2022-10-23,103697.7,grace.williams@example.com,4556964429,Excellent,True,HR,Nevada,Grace Williams
EMP1411,Grace,Garcia,25,DevOps-Illinois,Pending,2023-06-15,60687.63,grace.garcia@example.com,9859167953,Excellent,False,DevOps,Illinois,Grace Garcia
EMP1412,Bob,Miller,30,Admin-New York,Pending,2021-10-31,77351.21,bob.miller@example.com,1072728497,Good,False,Admin,New York,Bob Miller
EMP1413,Bob,Smith,35,DevOps-Florida,Pending,2024-09-29,66704.62,bob.smith@example.com,2474140702,Poor,True,DevOps,Florida,Bob Smith
EMP1414,Grace,Williams,25,Finance-Illinois,Pending,2020-04-22,71650.3,grace.williams@example.com,4910740649,Poor,True,Finance,Illinois,Grace Williams
EMP1415,Charlie,Smith,25,Cloud Tech-Nevada,Active,2023-12-07,50794.54,charlie.smith@example.com,425488213,Good,True,Cloud Tech,Nevada,Charlie Smith
EMP1416,Frank,Jones,30,Sales-Nevada,Inactive,2020-12-07,76030.86,frank.jones@example.com,2369143074,Good,True,Sales,Nevada,Frank Jones
EMP1417,Eva,Johnson,25,Cloud Tech-California,Inactive,2021-07-11,86669.79,eva.johnson@example.com,3666144941,Excellent,True,Cloud Tech,California,Eva Johnson
EMP1418,Bob,Garcia,40,Finance-Illinois,Inactive,2020-04-23,84972.7,bob.garcia@example.com,9659234267,Poor,True,Finance,Illinois,Bob Garcia
EMP1419,Frank,Miller,30,HR-Texas,Pending,2023-10-12,100594.49,frank.miller@example.com,3441497825,Average,False,HR,Texas,Frank Miller
EMP1420,Alice,Johnson,25,Cloud Tech-New York,Active,2022-08-24,75478.35,alice.johnson@example.com,6128758574,Excellent,False,Cloud Tech,New York,Alice Johnson
EMP1421,Charlie,Johnson,25,Sales-Nevada,Pending,2023-09-04,79355.85,charlie.johnson@example.com,6766708060,Good,False,Sales,Nevada,Charlie Johnson
EMP1422,Grace,Miller,35,HR-Texas,Pending,2022-02-02,58358.07,grace.miller@example.com,2943985297,Poor,True,HR,Texas,Grace Miller
EMP1423,Alice,Williams,30,Admin-Illinois,Active,2022-04-01,54824.85,alice.williams@example.com,9406260786,Average,False,Admin,Illinois,Alice Williams
EMP1424,Eva,Garcia,35,HR-Texas,Pending,2022-07-24,50557.84,eva.garcia@example.com,104159148,Average,True,HR,Texas,Eva Garcia
EMP1425,Eva,Jones,30,Admin-Florida,Inactive,2023-04-26,118030.04,eva.jones@example.com,7501980381,Excellent,True,Admin,Florida,Eva Jones
EMP1426,David,Smith,30,Admin-New York,Active,2022-04-19,51673.72,david.smith@example.com,8723244078,Poor,False,Admin,New York,David Smith
EMP1427,Alice,Brown,35,Cloud Tech-Nevada,Inactive,2024-10-04,101665.79,alice.brown@example.com,3110291812,Poor,True,Cloud Tech,Nevada,Alice Brown
EMP1428,David,Smith,30,Admin-Florida,Inactive,2020-05-02,118079.15,david.smith@example.com,3170876013,Good,True,Admin,Florida,David Smith
EMP1429,Eva,Brown,25,Cloud Tech-New York,Pending,2022-04-25,99059.28,eva.brown@example.com,6723849790,Poor,False,Cloud Tech,New York,Eva Brown
EMP1430,Bob,Smith,30,Cloud Tech-Illinois,Active,2023-07-29,107397.4,bob.smith@example.com,6202232882,Poor,False,Cloud Tech,Illinois,Bob Smith
EMP1431,Alice,Miller,40,DevOps-New York,Active,2021-08-20,68269.37,alice.miller@example.com,7744197545,Excellent,False,DevOps,New York,Alice Miller
EMP1432,Grace,Jones,35,HR-Florida,Inactive,2021-04-23,55228.12,grace.jones@example.com,6176620470,Poor,True,HR,Florida,Grace Jones
EMP1433,Bob,Garcia,30,Cloud Tech-New York,Inactive,2022-08-12,71982.33,bob.garcia@example.com,9609409704,Average,False,Cloud Tech,New York,Bob Garcia
EMP1434,Frank,Brown,30,Finance-California,Inactive,2021-06-26,109673.75,frank.brown@example.com,2774025882,Excellent,False,Finance,California,Frank Brown
EMP1435,Eva,Garcia,30,Cloud Tech-New York,Inactive,2020-10-30,56384.9,eva.garcia@example.com,5868122594,Excellent,True,Cloud Tech,New York,Eva Garcia
EMP1436,Frank,Garcia,40,Sales-Texas,Pending,2021-09-04,68211.68,frank.garcia@example.com,7244617678,Good,False,Sales,Texas,Frank Garcia
EMP1437,Alice,Garcia,40,Finance-Illinois,Pending,2023-01-31,67489.68,alice.garcia@example.com,2988425994,Poor,False,Finance,Illinois,Alice Garcia
EMP1438,Charlie,Davis,25,Cloud Tech-Texas,Active,2020-09-24,63869.31,charlie.davis@example.com,9961002310,Good,False,Cloud Tech,Texas,Charlie Davis
EMP1439,Bob,Williams,30,Sales-California,Active,2020-02-14,119801.3,bob.williams@example.com,7753312660,Average,True,Sales,California,Bob Williams
EMP1440,Heidi,Smith,30,Cloud Tech-California,Active,2020-03-28,115959.65,heidi.smith@example.com,941017589,Excellent,True,Cloud Tech,California,Heidi Smith
EMP1441,Grace,Garcia,40,Finance-Texas,Inactive,2023-10-31,79866.48,grace.garcia@example.com,2517629832,Excellent,True,Finance,Texas,Grace Garcia
EMP1442,Charlie,Smith,35,HR-Florida,Active,2020-03-11,92987.46,charlie.smith@example.com,4774332682,Excellent,True,HR,Florida,Charlie Smith
EMP1443,Eva,Garcia,40,Finance-Illinois,Inactive,2020-05-04,56140.51,eva.garcia@example.com,1901302055,Average,False,Finance,Illinois,Eva Garcia
EMP1444,Grace,Brown,30,DevOps-Illinois,Active,2023-07-15,119586.11,grace.brown@example.com,9815287338,Average,True,DevOps,Illinois,Grace Brown
EMP1445,Alice,Williams,40,DevOps-California,Inactive,2023-01-20,104700.46,alice.williams@example.com,7855982175,Good,True,DevOps,California,Alice Williams
EMP1446,Frank,Williams,40,HR-New York,Active,2021-10-15,91798.14,frank.williams@example.com,6191284116,Good,False,HR,New York,Frank Williams
EMP1447,Eva,Miller,25,Finance-Illinois,Inactive,2024-04-19,90879.22,eva.miller@example.com,3098503445,Good,False,Finance,Illinois,Eva Miller
EMP1448,Charlie,Davis,25,Admin-Nevada,Active,2021-06-29,87358.27,charlie.davis@example.com,5124189388,Poor,False,Admin,Nevada,Charlie Davis
EMP1449,Alice,Miller,30,Sales-Florida,Inactive,2024-09-14,119407.93,alice.miller@example.com,8469081973,Excellent,True,Sales,Florida,Alice Miller
EMP1450,David,Miller,30,HR-Nevada,Pending,2022-01-04,113978.6,david.miller@example.com,56435022,Excellent,True,HR,Nevada,David Miller
EMP1451,Frank,Miller,30,Sales-New York,Pending,2021-01-20,108568.78,frank.miller@example.com,8503719904,Good,True,Sales,New York,Frank Miller
EMP1452,Heidi,Miller,30,HR-New York,Inactive,2020-03-18,56318.02,heidi.miller@example.com,1699187239,Excellent,False,HR,New York,Heidi Miller
EMP1453,David,Miller,25,Sales-Florida,Active,2021-11-10,114252.73,david.miller@example.com,1078356742,Good,False,Sales,Florida,David Miller
EMP1454,Charlie,Jones,35,DevOps-New York,Inactive,2020-05-01,51533.9,charlie.jones@example.com,3896086,Poor,True,DevOps,New York,Charlie Jones
EMP1455,Charlie,Williams,25,Sales-California,Active,2022-02-04,99317.66,charlie.williams@example.com,662668216,Poor,False,Sales,California,Charlie Williams
EMP1456,Bob,Miller,35,HR-California,Active,2020-11-18,101264.64,bob.miller@example.com,1955356032,Average,False,HR,California,Bob Miller
EMP1457,Heidi,Garcia,35,Admin-Nevada,Pending,2023-11-21,112272.02,heidi.garcia@example.com,1903689002,Poor,False,Admin,Nevada,Heidi Garcia
EMP1458,Frank,Williams,30,DevOps-Illinois,Active,2022-02-13,71477.63,frank.williams@example.com,102724054,Good,True,DevOps,Illinois,Frank Williams
EMP1459,Charlie,Williams,30,DevOps-Texas,Pending,2023-03-19,77412.1,charlie.williams@example.com,9342967110,Poor,False,DevOps,Texas,Charlie Williams
EMP1460,Alice,Johnson,30,Sales-California,Pending,2021-03-28,94775.27,alice.johnson@example.com,4837537457,Average,False,Sales,California,Alice Johnson
EMP1461,Heidi,Jones,30,HR-Nevada,Active,2021-05-02,74276.71,heidi.jones@example.com,4384588104,Excellent,True,HR,Nevada,Heidi Jones
EMP1462,Bob,Miller,35,Finance-Texas,Inactive,2021-03-05,67467.86,bob.miller@example.com,6974132833,Good,True,Finance,Texas,Bob Miller
EMP1463,Eva,Smith,25,DevOps-Texas,Active,2022-03-01,80675.41,eva.smith@example.com,8315203770,Excellent,False,DevOps,Texas,Eva Smith
EMP1464,Charlie,Brown,40,Finance-Florida,Inactive,2023-01-23,76274.33,charlie.brown@example.com,704496409,Average,False,Finance,Florida,Charlie Brown
EMP1465,David,Davis,30,Finance-Texas,Active,2021-08-26,51405.46,david.davis@example.com,4967066702,Average,True,Finance,Texas,David Davis
EMP1466,Bob,Garcia,25,HR-New York,Inactive,2020-11-25,101238.96,bob.garcia@example.com,3626804084,Average,True,HR,New York,Bob Garcia
EMP1467,Bob,Smith,35,Sales-Illinois,Inactive,2023-12-13,52169.52,bob.smith@example.com,954930595,Excellent,False,Sales,Illinois,Bob Smith
EMP1468,Charlie,Jones,30,Finance-New York,Active,2020-07-26,73176.62,charlie.jones@example.com,6018648768,Excellent,False,Finance,New York,Charlie Jones
EMP1469,Grace,Brown,30,DevOps-Nevada,Pending,2021-06-27,96241.85,grace.brown@example.com,9842673203,Excellent,False,DevOps,Nevada,Grace Brown
EMP1470,Bob,Jones,25,Finance-Illinois,Pending,2024-09-16,84366.38,bob.jones@example.com,4138459608,Excellent,False,Finance,Illinois,Bob Jones
EMP1471,Alice,Garcia,40,Cloud Tech-California,Pending,2023-07-04,92015.09,alice.garcia@example.com,4544901494,Average,True,Cloud Tech,California,Alice Garcia
EMP1472,Alice,Williams,30,Admin-Nevada,Inactive,2020-06-16,83149.95,alice.williams@example.com,4277070704,Average,False,Admin,Nevada,Alice Williams
EMP1473,Grace,Brown,40,Finance-Nevada,Inactive,2020-07-05,94930.65,grace.brown@example.com,7836091497,Good,False,Finance,Nevada,Grace Brown
EMP1474,Frank,Williams,40,HR-New York,Inactive,2020-04-01,68430.72,frank.williams@example.com,5172444722,Good,True,HR,New York,Frank Williams
EMP1475,David,Garcia,35,Sales-Texas,Active,2024-03-20,98752.97,david.garcia@example.com,2290310286,Excellent,False,Sales,Texas,David Garcia
EMP1476,Frank,Smith,30,Finance-Illinois,Active,2023-02-07,54268.86,frank.smith@example.com,9508304404,Poor,True,Finance,Illinois,Frank Smith
EMP1477,Grace,Garcia,30,DevOps-Florida,Pending,2024-12-10,66494.94,grace.garcia@example.com,8093511870,Poor,False,DevOps,Florida,Grace Garcia
EMP1478,Grace,Smith,25,Sales-Illinois,Pending,2024-06-27,90003.98,grace.smith@example.com,8133595615,Average,False,Sales,Illinois,Grace Smith
EMP1479,Charlie,Brown,25,Finance-New York,Active,2021-03-09,106592.25,charlie.brown@example.com,4205955656,Average,True,Finance,New York,Charlie Brown
EMP1480,Grace,Brown,25,DevOps-Florida,Active,2024-08-11,93905.83,grace.brown@example.com,4902504289,Average,True,DevOps,Florida,Grace Brown
EMP1481,Eva,Miller,35,DevOps-Texas,Active,2022-03-05,88945.49,eva.miller@example.com,1935889535,Good,False,DevOps,Texas,Eva Miller
EMP1482,Eva,Jones,30,Finance-Texas,Pending,2023-06-30,91130.33,eva.jones@example.com,9026113988,Good,False,Finance,Texas,Eva Jones
EMP1483,Bob,Miller,40,Admin-New York,Pending,2023-04-19,90787.4,bob.miller@example.com,8681809787,Average,False,Admin,New York,Bob Miller
EMP1484,Bob,Jones,25,Sales-Texas,Inactive,2024-11-11,87494.34,bob.jones@example.com,7543943534,Average,True,Sales,Texas,Bob Jones
EMP1485,Grace,Miller,35,Finance-Nevada,Inactive,2023-03-17,92627.35,grace.miller@example.com,3751376514,Average,False,Finance,Nevada,Grace Miller
EMP1486,Eva,Williams,40,Admin-Illinois,Pending,2023-10-26,98556.29,eva.williams@example.com,8815793762,Poor,True,Admin,Illinois,Eva Williams
EMP1487,Frank,Brown,30,Cloud Tech-Nevada,Inactive,2021-07-04,112792.2,frank.brown@example.com,9283692943,Good,True,Cloud Tech,Nevada,Frank Brown
EMP1488,Eva,Smith,35,HR-Florida,Pending,2023-11-03,56875.22,eva.smith@example.com,5511668296,Poor,False,HR,Florida,Eva Smith
EMP1489,Charlie,Jones,35,DevOps-Florida,Inactive,2021-07-05,101015.96,charlie.jones@example.com,3270216486,Poor,True,DevOps,Florida,Charlie Jones
EMP1490,Bob,Garcia,30,Finance-New York,Inactive,2024-02-26,83912.22,bob.garcia@example.com,1206021287,Average,False,Finance,New York,Bob Garcia
EMP1491,Frank,Jones,25,Sales-New York,Active,2021-09-29,99669.86,frank.jones@example.com,6652683414,Average,False,Sales,New York,Frank Jones
EMP1492,Alice,Smith,30,Admin-New York,Active,2021-05-25,52314.97,alice.smith@example.com,5999101575,Excellent,False,Admin,New York,Alice Smith
EMP1493,Frank,Miller,30,HR-California,Inactive,2022-10-31,77785.96,frank.miller@example.com,7647229811,Excellent,False,HR,California,Frank Miller
EMP1494,Alice,Jones,30,HR-Florida,Pending,2022-07-02,62430.86,alice.jones@example.com,995765727,Poor,False,HR,Florida,Alice Jones
EMP1495,Frank,Davis,35,Admin-California,Pending,2024-08-28,98219.54,frank.davis@example.com,9413475097,Good,True,Admin,California,Frank Davis
EMP1496,Grace,Williams,25,Admin-Illinois,Active,2024-10-21,65494.58,grace.williams@example.com,8986456521,Average,True,Admin,Illinois,Grace Williams
EMP1497,David,Brown,35,DevOps-Florida,Pending,2020-02-11,110524.1,david.brown@example.com,368499514,Average,False,DevOps,Florida,David Brown
EMP1498,Alice,Smith,40,Admin-Nevada,Active,2023-05-16,106060.54,alice.smith@example.com,4214477323,Poor,False,Admin,Nevada,Alice Smith
EMP1499,Eva,Brown,35,Finance-Florida,Inactive,2022-07-29,67639.91,eva.brown@example.com,4913421387,Excellent,True,Finance,Florida,Eva Brown
EMP1500,Grace,Davis,30,Cloud Tech-Texas,Pending,2023-09-18,117653.98,grace.davis@example.com,2090883069,Good,True,Cloud Tech,Texas,Grace Davis
EMP1501,Eva,Jones,35,DevOps-Texas,Inactive,2020-05-10,73539.86,eva.jones@example.com,5349678273,Excellent,True,DevOps,Texas,Eva Jones
EMP1502,Frank,Jones,35,HR-Nevada,Pending,2023-08-27,70915.38,frank.jones@example.com,1176741240,Excellent,True,HR,Nevada,Frank Jones
EMP1503,David,Garcia,25,Sales-Florida,Pending,2021-10-16,97652.9,david.garcia@example.com,5131528546,Excellent,False,Sales,Florida,David Garcia
EMP1504,Heidi,Davis,35,HR-Florida,Inactive,2022-03-06,101571.25,heidi.davis@example.com,8150618537,Excellent,False,HR,Florida,Heidi Davis
EMP1505,David,Smith,35,DevOps-Nevada,Active,2023-11-06,87424.46,david.smith@example.com,32963346,Average,True,DevOps,Nevada,David Smith
EMP1506,Frank,Garcia,30,HR-New York,Pending,2024-11-30,89077.36,frank.garcia@example.com,2727423182,Average,False,HR,New York,Frank Garcia
EMP1507,Heidi,Williams,30,DevOps-California,Pending,2024-07-13,89132.22,heidi.williams@example.com,617893205,Excellent,True,DevOps,California,Heidi Williams
EMP1508,Frank,Garcia,25,Admin-California,Active,2024-03-04,111000.26,frank.garcia@example.com,4969357823,Good,False,Admin,California,Frank Garcia
EMP1509,Frank,Johnson,35,HR-Illinois,Inactive,2022-08-07,109584.97,frank.johnson@example.com,3477695873,Poor,True,HR,Illinois,Frank Johnson
EMP1510,Bob,Smith,40,Admin-Illinois,Active,2024-11-11,97648.84,bob.smith@example.com,1314675360,Good,False,Admin,Illinois,Bob Smith
EMP1511,Grace,Johnson,25,Admin-New York,Active,2021-12-02,78643.43,grace.johnson@example.com,2751562778,Good,True,Admin,New York,Grace Johnson
EMP1512,Heidi,Davis,30,HR-Nevada,Active,2024-05-14,55656.8,heidi.davis@example.com,6304483607,Good,True,HR,Nevada,Heidi Davis
EMP1513,Charlie,Miller,35,DevOps-Texas,Active,2022-07-14,69146.95,charlie.miller@example.com,5456676639,Excellent,False,DevOps,Texas,Charlie Miller
EMP1514,Charlie,Johnson,30,Admin-Florida,Active,2020-09-22,93013.58,charlie.johnson@example.com,4735047638,Average,True,Admin,Florida,Charlie Johnson
EMP1515,Grace,Williams,40,Finance-Florida,Active,2020-03-18,87364.78,grace.williams@example.com,2831995297,Good,False,Finance,Florida,Grace Williams
EMP1516,Alice,Garcia,35,Sales-New York,Active,2023-10-17,50288.67,alice.garcia@example.com,61558107,Excellent,False,Sales,New York,Alice Garcia
EMP1517,David,Miller,35,HR-New York,Active,2022-02-24,85233.55,david.miller@example.com,3583286341,Good,True,HR,New York,David Miller
EMP1518,Bob,Garcia,25,HR-California,Inactive,2024-01-30,86420.19,bob.garcia@example.com,5563830007,Good,False,HR,California,Bob Garcia
EMP1519,Grace,Johnson,30,HR-Florida,Inactive,2024-03-16,63189.82,grace.johnson@example.com,1867024402,Excellent,False,HR,Florida,Grace Johnson
EMP1520,Grace,Garcia,25,Admin-New York,Pending,2020-09-25,64783.32,grace.garcia@example.com,3041662410,Average,False,Admin,New York,Grace Garcia
EMP1521,Charlie,Davis,25,HR-Nevada,Pending,2024-06-10,52615.44,charlie.davis@example.com,1860089218,Average,False,HR,Nevada,Charlie Davis
EMP1522,Eva,Miller,30,Sales-Texas,Pending,2020-04-08,96337.89,eva.miller@example.com,6394568043,Poor,False,Sales,Texas,Eva Miller
EMP1523,Alice,Davis,25,DevOps-Texas,Inactive,2022-06-28,76617.76,alice.davis@example.com,7314976460,Excellent,True,DevOps,Texas,Alice Davis
EMP1524,Heidi,Johnson,30,Admin-Nevada,Pending,2023-07-14,50651.32,heidi.johnson@example.com,3684748835,Poor,False,Admin,Nevada,Heidi Johnson
EMP1525,Bob,Davis,30,HR-Illinois,Pending,2023-12-06,59601.45,bob.davis@example.com,765817389,Poor,False,HR,Illinois,Bob Davis
EMP1526,Bob,Williams,30,DevOps-Illinois,Active,2021-08-01,57980.88,bob.williams@example.com,6375791451,Poor,False,DevOps,Illinois,Bob Williams
EMP1527,David,Johnson,30,Admin-California,Pending,2021-02-17,75054.53,david.johnson@example.com,1182379311,Average,False,Admin,California,David Johnson
EMP1528,Charlie,Johnson,25,Sales-Florida,Active,2023-11-10,115318.7,charlie.johnson@example.com,6978930745,Excellent,False,Sales,Florida,Charlie Johnson
EMP1529,Alice,Johnson,25,DevOps-Texas,Active,2024-09-06,90190.69,alice.johnson@example.com,4520599603,Poor,True,DevOps,Texas,Alice Johnson
EMP1530,Bob,Smith,30,Cloud Tech-Nevada,Pending,2020-07-26,113334.56,bob.smith@example.com,3878753576,Excellent,False,Cloud Tech,Nevada,Bob Smith
EMP1531,Heidi,Garcia,35,HR-Florida,Active,2020-07-23,106922.49,heidi.garcia@example.com,8811616201,Excellent,True,HR,Florida,Heidi Garcia
EMP1532,Eva,Smith,35,DevOps-California,Inactive,2024-02-21,58113.07,eva.smith@example.com,8123710671,Average,True,DevOps,California,Eva Smith
EMP1533,Alice,Smith,25,Admin-Nevada,Pending,2020-12-15,73006.26,alice.smith@example.com,8728660415,Poor,True,Admin,Nevada,Alice Smith
EMP1534,Eva,Williams,25,HR-California,Active,2020-08-21,78054.43,eva.williams@example.com,4485959223,Poor,True,HR,California,Eva Williams
EMP1535,Eva,Miller,40,DevOps-Florida,Inactive,2023-08-21,112028.67,eva.miller@example.com,8395894772,Excellent,False,DevOps,Florida,Eva Miller
EMP1536,Charlie,Garcia,25,Admin-Texas,Inactive,2023-04-24,83787.24,charlie.garcia@example.com,5228705621,Good,True,Admin,Texas,Charlie Garcia
EMP1537,Heidi,Davis,30,Sales-Florida,Inactive,2023-06-06,52017.14,heidi.davis@example.com,7104331874,Average,True,Sales,Florida,Heidi Davis
